"﻿Customer Name","Customer Country","Description of the Customer's AI Use Case(s)","Opportunity Size V2",Status,Maturity,"Importance Classification","Priority - CoE Priotization","AI CoE Lead","AI Co-Prime",Specialist,"Opportunity ID",Region,"Slack Channel",Date,"Submitter Slack Email",Submitter,Comments,Proposal,Canvas,Partner,"Last communication"
"Betrandt Development",Germany,"customer wants to discuss developing an AI-based application / service for technical writers (in automotive, e.g. for car manuals.)
Using e.g Vision and/or Document Understanding the system should be able to compare an image / a diagram etc. with its description to check for accuracy and improve the text.
(internal talks with Frank Riemer already started)","<= $100K",Complete,Solutioning,"Tier 1 - Incoming Engagement",,frank.riemer@oracle.com,,ali.ottoman@oracle.com,"no oppy yet",North,C08FNQCTGG7,"February 17th, 2025 at 4:51 PM UTC",WBQNB0SUF,manuel.hossfeld@oracle.com,"• Onboarded customer to GenAI Services 
• They used to create Prototype & won deal with BMW",,,,
"Vision AI","South Africa","Customer using drones for mines to capture data, has built platform to do this. They need GPU's to drive this platform. Need an AI specialist to take this forward.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,jomon.kunnel@oracle.com,,,A7ZHBQ,MEA,C08FAQUSSTD,"February 18th, 2025 at 8:01 AM UTC",WE4EB2JKH,hasnain.javed@oracle.com,,,,,
"UR (Utbildningsradion)",Sweden,"RFP process with Swedish state television company for an AI-portal. RFP just release with a 1 month response period. I need assistance in qualifying the RFP and if we should submit a response. Note that all documentation is in Swedish but I guess we can use AI to translate. Total deal value of 17M SEK (1,6M USD). I have all RFP documentation downloaded to share.",<$5M,Inactive,,"Tier 1 - Incoming Engagement",,,,,x,North,,"February 18th, 2025 at 12:52 PM UTC",U04JY5YDKE3,fredrik.cragnell@oracle.com,,,,,
"Doruk Otomasyon ve Yazılım San.Tic. A.Ş.",Turkey,"Customer would like to have Generative and AI Services technical deep dive presentation in order to learn how to embed their existing applications to OCI AI","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,,,,A7TQB4,North,,"February 18th, 2025 at 1:09 PM UTC",WBA652P16,herman.kireccioglu@oracle.com,,,,,
Batelco,Bahrain,"We are working with Batelco on AI  'Co-Create' to extend his Fusion HCM",<=$500K,Active,,"Tier 1 - Incoming Engagement",,mohammed.hafeez@oracle.com,,,A6DJQT,MEA,,"February 18th, 2025 at 1:28 PM UTC",WBNS4RWHW,alaa.hamouda@oracle.com,,,,,
"Bank of Jordan",Jordan,"Bank of Jordan are in the process for creating a new Innovation Hub to serve the FinTch initiatives in the Jordanian market, I would like to discuss this opp with your team and to understand how they can help in this opp",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,jomon.kunnel@oracle.com,,,A73LX7,MEA,,"February 18th, 2025 at 1:49 PM UTC",U03M64MK7FA,ayman.qasem@oracle.com,,,,,
"Nigerian Petroleum Exchange",Nigeria,"The customer is looking at acquiring an AI powered Digital Assistant to help meet business needs which include workflow automation, integrating with their existing ERP to provide supplier intelligence amongst other capabilities.",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,,,,A7LR28,MEA,,"February 18th, 2025 at 6:07 PM UTC",U04EBUF91NY,ismaila.salami@oracle.com,,,,,
"Saudi Principal Buyer","Saudi Arabia","Involved with @mohammed.hafeez 

Initial Requirements are as follows:

- Automated Data Structuring
- Document Indexing
Natural Language Processing
- Semantic Understanding
- Knowledge Graph Generation
- Recommendation Engine
- Data Enrichment",<=$500K,Active,,"Tier 1 - Incoming Engagement",,mohammed.hafeez@oracle.com,,,A835SK,MEA,,"February 19th, 2025 at 7:55 AM UTC",U07UKNN069Y,mahmoud.soubra@oracle.com,,,,,
"Synthavo GmbH",Germany,"The customer provides a solution for visual component identification. They receive 3D models and use them to train an object recognition system. Their model training and data generation leverage synthetic data, eliminating the need for manual labeling. Using auto-generation from 3D models, they efficiently generate training images without additional data annotation efforts.

The solution is deployed on internal servers to ensure data security and protect core intellectual property. They are using in their own datacenter currently: 	
•	NVIDIA RTX GPUs
•	H100 and Ada Lovelace architectures
•	10 servers equipped with dedicated GPUs

Topics for the Meeting
	•	OCI stack capabilities
	•	Opportunities with Sovereign AI (C@C + Sovereign Cloud)
	•	HP Storage solutions",<=$500K,Inactive,Qualification,"Tier 1 - Incoming Engagement","SMB & ISV",frank.riemer@oracle.com,,,A7ZBKC,North,C08EB82UUJZ,"February 20th, 2025 at 3:39 PM UTC",U05NXJMGEUR,magnus.jerono@oracle.com,,,,,
Joulica,Ireland,"Anyone have expertise in Langgraph and competing with multi-agent collaboration in AWS bedrock? The customer is interested in Agentic AI workflows similar to AWS capabilities in this regard, of course it will have to be custom built, there will be a couple different scenarios but firstly virtual assistants(ODA) e.g customer books a trip to hawaii, agent recommender provides hotels and daytrips in Hawaii for example, there is also a finetuning foundational LLM opportunity here, seeking support in recommended finetuning framework(T-few, LoRa)",<=$500K,Active,Solutioning,"Tier 1 - Incoming Engagement","SMB & ISV",frank.riemer@oracle.com,,,A83LY2,West,C08ENTG86HE,"February 19th, 2025 at 9:35 AM UTC",U03U7B0J9FX,nathan.moloney@oracle.com,"• Joulica building Analytics solution for Agentic AI
• Enabled customer on building AI Agents
",,,,
Denkavit,Netherlands,"Denkavit specializes in animal nutrition. There are 2 potential AI opportunities at play:

1.They have 2 research centers and wonder if their research results can be analysed in an automated manner.
2.They want to improve the forecasting on the amount of stock that they need.

Have we worked with animal nutrition producers before? And do we have experience with the 2 use cases mentioned?

Thank you.","<= $100K",Inactive,Qualification,"Tier 1 - Incoming Engagement",,frank.riemer@oracle.com,,,A6KHYJ,North,C08EQ7WSZ40,"February 19th, 2025 at 11:03 AM UTC",U07HS4GU28Y,heleen.hoekstra@oracle.com,,,,,
"National Petroleum Investment & Management Services",Nigeria,"Customer wants an AI powered Digital Assistant for FAQ and Workflow Automation. Customer also wants a Generative and AI Services workshop in order to learn how to leverage OCI AI with their existing applications.","<= $100K",Active,Discovery,"Tier 1 - Incoming Engagement",,pankaj.b.sharma@oracle.com,,,A5M9B5,MEA,C08EES6ED7U,"February 19th, 2025 at 1:25 PM UTC",U04EBUF91NY,ismaila.salami@oracle.com,,,,,
Xsight,Israel,"Xsight Lab's POC for Gen AI has yielded mixed results. The initial export of data from Confluence in PDF format was poorly structured, but a revised upload showed improvement. However, math calculations performed by the AI agent were inaccurate, highlighting the need to carefully select a reliable model or not counting on any model to have accurate math results.
 
The customer's goal is to integrate all company internal knowledgebase data into Gen AI, enabling them to ask questions and receive answers in a single platform. However, the current state of the information in PDFs is not well-structured or written(Architecture diagrams and videos in addition to text-based information), which hinders the effectiveness of Gen AI.","<= $100K",Complete,Unqualified,"Tier 1 - Incoming Engagement",,jomon.kunnel@oracle.com,,,A7YN7K,West,C08EYAB5QSW,"February 19th, 2025 at 12:55 PM UTC",U05RDP6DKS4,chen.holtzer@oracle.com,,,,,
"Gulf Air",barhain,"Customer interested in  Oracle AI capability. Co Create will be arranged.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,,,,n/a,MEA,,"February 20th, 2025 at 7:11 AM UTC",WCPTY78AK,raffaella.balletta@oracle.com,,,,,
Zeitfracht,Germany,"Customer in logistics running multiple AI projects with their internal AI competence center. Currently using own infrastructure + Azure but want to be vendor agnostic and open to work with OCI. Right now interested in multi-agent frameworks like SWARM for orchestrating all planned AI agents within their company. Would like to have a briefing from Oracle on how to use such frameworks. Request for a 30min expert session.","<= $100K",Paused,,"Tier 1 - Incoming Engagement",,frank.riemer@oracle.com,,,tbd,North,C08E78629V4,"February 20th, 2025 at 9:11 AM UTC",U085233E0G5,friedrich.stahl@oracle.com,,,,,
REDeia,Spain,"Account team is preparing a meeting with the CIO of the customer for next week and they are looking for interesting AI use cases in the energy transportation sector and additional guidance to prepare for the meeting.",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,,,,TBC,South,C08F4TWQKK3,"February 20th, 2025 at 1:22 PM UTC",U02L20LARS8,andreina.mujica@oracle.com,,,,,
"NHS SCCL",UK,"Engaged with Pank",<=$500K,Active,Proposal,"Tier 2 - Advanced Engagements","Named Accounts",pankaj.b.sharma@oracle.com,,,A768L9,West,C088K4EAFFD,"February 20th, 2025 at 3:03 PM UTC",U072APZLY5D,eric.gomes@oracle.com,,,,,
Brose,Germany,"Automotive supplier using AWS Sagemaker and Bedrock. Trying to convince them to use OCI as a second provider. Right now customer is focusing on cutting costs. Can we show our price and feature advantages of OCI Data Sciences vs AWS Bedrock + Sagemaker? Initial outcome would be a cost calculation based on some assumptions on their Data Science team and ideally some feature advantages of OCI Data Science.",<=$500K,Inactive,Qualification,"Tier 1 - Incoming Engagement",,frank.riemer@oracle.com,friedrich.stahl@oracle.com,,tbd,North,C08CC9LNX8W,"February 6th, 2025 at 1:16 PM UTC",U085233E0G5,friedrich.stahl@oracle.com,,,,,
"SSE Plc",UK,"Hi Srini
 Many thanks.  Does Feb 11th at 10:30 work for an initial 30min? Following this email, I’ll send you an invite to check your diary. It is an internal prep call.
 There will be two parts to this discussion with SSE; Data Strategy and AI Strategy. For the Data Strategy aspect of the discussion, we have also reached out to Mike Blackmore from our Product Management Data Strategy team. 
 
Mike and SSE’s CDO Asher Khan already know each other and have discussed principle and practices around data domains, governance, cataloguing, data assets.  We have this opportunity for bring Asher back in and his other CxO peers and Heads from Data, Analytics and AI to a weave compelling story showing our thought-leadership and experience in helping enterprise achieving AI maturity through data and analytics.
 
To get to this point, securing this meeting, Matt and I have worked bottoms up delivering many discussions and presentations, so I am personally very excited us getting this shot. Rest we’ll discuss on our internal call.
 
Thanks for your support once again.
 
Best
 
Nitin","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,srinivas.karri@oracle.com,,,"CxO meeting with purpose to engage with them on Oracle's Data and AI Strategy. This meeting will pave the way to exploring use cases",West,,"February 6th, 2025 at 10:20 AM UTC",WBQBB1JUS,nitin.n.nagar@oracle.com,,,,,
"Several customers on my territory",Spain,"Several customers are asking me about our value proposition around AI agents. Do we have any specific presentation around this specific part of AI technology? The objective is starting-up a conversation around their project around this topic for CY25.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,frank.riemer@oracle.com,,,ÑA,South,,"January 8th, 2025 at 9:22 AM UTC",WBQ89UC9Y,alejandro.de.fuenmayor@oracle.com,,,,,
"Vastra Gotalandsregionen",Sweden,"HI, IHAC that is interested to know if it is possible and how to build a solution to burst AI workloads to OCI if and when they are out of GPU capacity on-prem.
Do you have any experience with this, complexity, architecture and necessary components?
Happy to provide more information.","<= $100K",Inactive,Discovery,"Tier 1 - Incoming Engagement",,frank.riemer@oracle.com,,,A6ML5N,North,C089KJQS78S,"January 21st, 2025 at 11:53 AM UTC",U07N913FDMH,martin.h.hoffman@oracle.com,,,,,
"British Broadcasting Corporation","United Kingdom","One of the use cases that BBC Studios are exploring is how to use AI models to interpret static company annual reports of prospective B2B customers. These customers are large corporates whom BBC want to sell digital advertising space to and hence are looking for 'signals' on the Marketing strategy of these B2B customers. However, aside from static PDF company annual reports, BBC would like to see how unstructured data can be analysed too.",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,jomon.kunnel@oracle.com,,,A7TTZ7,West,C089MES56PJ,"January 16th, 2025 at 1:34 PM UTC",U022S6DPLH1,ravi.summan@oracle.com,,,,,
"Dubai Electricity and Water Authority (DEWA)",UAE,"Overview on Oracle AI service capabilities","<= $100K",Paused,Discovery,"Tier 1 - Incoming Engagement",,muhammad.k.manzoor@oracle.com,,,A7XFKZ,MEA,C0895TYE2JY,,,,"I presented two workshops to the stakeholders regarding various AI use cases that can be applied to the broader environment where MORE subsidiary (Part of DEWA) can extend the Exa CC with GPUs",,,,
"LEAN / Healthcare","Saudi Arabia","LEAN CDO: Industry Lead business models and use-cases discussion with Srinivas and Team.",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,"srinivas.karri@oracle.com, aseel.addawood@oracle.com",,,TBC,MEA,C08C1KB32DS,"January 17th, 2025 at 9:38 AM UTC",U07UKNN069Y,mahmoud.soubra@oracle.com,,,,,
"NHS BSA",UK,"We have demoed a HR Avatar recruitment to them that was build with Mastek. They are keen to move forward with a POC","<= $100K",Complete,,"Tier 1 - Incoming Engagement",,mohammed.hafeez@oracle.com,,,TBD,West,,"January 17th, 2025 at 5:40 PM UTC",U072APZLY5D,eric.gomes@oracle.com,,,,,
"University Of The Witwatersrand","South Africa","Wits would like to understand what oracle has on offer to assist them in building their AI strategy. What AI solutions do we have for universities that we can share with Wits?",<=$500K,Inactive,Qualification,"Tier 1 - Incoming Engagement",,muhammad.k.manzoor@oracle.com,,,A787WL,MEA,C08ACHTBY95,"January 20th, 2025 at 7:44 AM UTC",U03L5M0AH1A,ernest.naila@oracle.com,"I have presented AI use cases for the universities, and now the account team is following up with the customer for select pilot use cases.",,,,
